name,county,address,city,state,zip,lat,lng,hrs,hour_flag
Emily Griffith Technical College,Denver,1860 Lincoln St,Denver,CO,80203.0,39.745687,-104.985968,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Green Valley Ranch Recreation Center,Denver,4890 N Argonne Way,Denver,CO,80249.0,39.785571,-104.76711,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Harvey Park Recreation Center,Denver,2120 S Tennyson Way,Denver,CO,80219.0,39.678128,-105.04189,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Harvey Park Recreation Center,Denver,2120 S Tennyson Way,Denver,CO,80219.0,39.678128,-105.041889,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Hiawatha Davis Jr Recreation Center,Denver,3334 Holly St,Denver,CO,80207.0,39.764119,-104.92215,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Hiawatha Davis Jr Recreation Center,Denver,3334 Holly St,Denver,CO,80207.0,39.764119,-104.922146,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Highland Recreation Center,Denver,2880 Osceola St,Denver,CO,80212.0,39.758264,-105.03799,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Highland Recreation Center,Denver,2880 Osceola St,Denver,CO,80212.0,39.758264,-105.037987,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
La Familia Recreation Center,Denver,65 S Elati St,Denver,CO,80223.0,39.715711,-104.99421,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Montbello Branch Library,Denver,12955 Albrook Dr,Denver,CO,80239.0,39.779611,-104.83999,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Montbello Recreation Center,Denver,15555 E 53rd Ave,Denver,CO,80239.0,39.792514,-104.80595,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Montbello Recreation Center,Denver,15555 E 53rd Ave,Denver,CO,80239.0,39.792514,-104.805954,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Montclair Recreation Center,Denver,729 N Ulster Way,Denver,CO,80230.0,39.727423,-104.89436,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Montclair Recreation Center,Denver,729 N Ulster Way,Denver,CO,80230.0,39.727423,-104.894359,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Redeemer Lutheran Church,Denver,3300 W Nevada Pl,Denver,CO,80219.0,39.710166,-105.03008,Not Open; Not Open; Open Monday-Friday 10am-6pm and Saturday 10am-2pm,True
Ross Cherry Creek Branch Library,Denver,305 N Milwaukee St,Denver,CO,80206.0,39.721259,-104.95256,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
RTD I-25 and Broadway Station,Denver,901 S Broadway,Denver,CO,80209.0,39.700291,-104.98853,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
RTD Light Rail at Union Station,Denver,1610 Chestnut Pl,Denver,CO,80202.0,39.754407,-105.0038,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
RTD Southmoor Station,Denver,3737 S Monaco Street Pkwy,Denver,CO,80237.0,39.648231,-104.9141,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Rudolfo 'Corky' Gonzales Branch Library,Denver,1498 N Irving St,Denver,CO,80204.0,39.740129,-105.02972,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Scheitler Recreation Center,Denver,5031 W 46th Ave,Denver,CO,80212.0,39.781376,-105.05142,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Southwest Recreation Center,Denver,9200 W Saratoga Pl,Denver,CO,80123.0,39.629176,-105.09927,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Stapleton MCA Administrative Offices,Denver,9355 E Northfield Blvd,Denver,CO,80238.0,39.784461,-104.87916,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Swansea Recreation Center,Denver,2650 E 49th Ave,Denver,CO,80216.0,39.785561,-104.95554,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Tivoli Student Center Auraria Campus,Denver,900 Auraria Pkwy,Denver,CO,80204.0,39.745064,-105.00616,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Washington Park Recreation Center,Denver,701 S Franklin St,Denver,CO,80209.0,39.702571,-104.97048,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Wellington Webb Municipal Building,Denver,201 W Colfax Ave,Denver,CO,80204.0,39.740606,-104.99006,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Westwood Community Center/ SWIC,Denver,1000 S Lowell Blvd,Denver,CO,80219.0,39.698518,-105.03368,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Windsor Gardens,Denver,595 S Clinton St,Denver,CO,80231.0,39.706424,-104.877625,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Dolores County Courthouse,Dolores,409 N Main St,Dove Creek,CO,81324.0,37.765395,-108.9035,Not Open; Not Open; Open 24 hours every day starting Tuesday,True
Castle Pines Library,Douglas,360 Village Square Lane,Castle Pines,CO,80108.0,39.470142,-104.87946,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Crystal Valley Ranch Recreation Center,Douglas,2160 Fox Haven Dr,Castle Rock,CO,80104.0,39.33437,-104.83981,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
Douglas County Elections,Douglas,125 Stephanie Pl,Castle Rock,CO,80109.0,39.376341,-104.86436,Open 24 hours every day starting Monday; Open 24 hours every day; Open 24 hours every day,False
